Student,Class Short Name,,,
,ZULU AA,,,
Student 476,ECON 10A,,,
,EXPOS 20,,,
,JAPAN 106A,,,
,JAPAN 140A,,,
Student 477,COMPSCI 50,,,
,EXPOS 10,,,
,FRSEMR 61U,,,
,HISTSCI 100,,,
Student 478,EXPOS 10,,,
,FRSEMR 51H,,,
,MATH 55A,,,
,STAT 110,,,
Student 479,EXPOS 20,,,
,FRSEMR 30Q,,,
,GENED 1175,,,
,PSY 1,,,
Student 48,ECON 10A,,,
,GENED 1102,,,
,GOV 1249,,,
,SOCIOL 1000,,,
Student 480,EXPOS 20,,,
,GENED 1144,,,
,PSY 1,,,
,SOCIOL 1000,,,
Student 481,EXPOS 20,,,
,FRSEMR 26O,,,
,MATH 121,,,
,PHYSICS 151,,,
Student 482,COMPSCI 50,,,
,ECON 10A,,,
,GOV 50,,,
,MATH 1B,,,
Student 483,EXPOS 10,,,
,GENED 1091,,,
,GULLAH AA,,,
,SOCIOL 1111,,,
Student 484,ECON 10A,,,
,EXPOS 20,,,
,MATH QA,,,
,SPANSH 10,,,
Student 485,FRSEMR 51S,,,
,GENED 1104,,,
,LPS A,,,
,MATH MA,,,
Student 486,ECON 10A,,,
,EXPOS 10,,,
,GENED 1104,,,
,MATH MA,,,
,MUSIC 18,,,
Student 487,ECON 10A,,,
,EXPOS 20,,,
,GENED 1091,,,
,MATH 1A,,,
Student 488,EXPOS 20,,,
,HIST 1006,,,
,HIST 1024,,,
,LATIN 1,,,
Student 489,GENED 1079,,,
,GENED 1131,,,
,HUMAN 10A,,,
,HUMAN 20,,,
Student 49,EXPOS 20,,,
,FRSEMR 72P,,,
,MATH 22A,,,
,PHYSICS 19,,,
Student 490,CLS-STDY 97A,,,
,EXPOS 20,,,
,HIST-LIT 90FU,,,
,STAT 100,,,
Student 491,EXPOS 20,,,
,FRENCH 20,,,
,MATH MA,,,
,PSY 1,,,
Student 492,COMPSCI 50,,,
,EXPOS 20,,,
,FRSEMR 43J,,,
,MATH 22A,,,
Student 493,FRENCH 128,,,
,GENED 1074,,,
,HUMAN 10A,,,
,LIFESCI 1A,,,
Student 494,EXPOS 20,,,
,FRSEMR 26F,,,
,GENED 1144,,,
,PSY 1,,,
Student 495,ENG-SCI 139,,,
,EXPOS 10,,,
,GENED 1071,,,
,LPS A,,,
Student 496,FRSEMR 51S,,,
,LIFESCI 1A,,,
,MATH 21A,,,
,SPANSH 20,,,
Student 497,EXPOS 20,,,
,FRSEMR 26O,,,
,GENED 1038,,,
,LPS A,,,
Student 498,COMPSCI 50,,,
,EXPOS 10,,,
,GENED 1104,,,
,MATH 25A,,,
Student 499,ECON 10A,,,
,FRSEMR 25N,,,
,GENED 1019,,,
,MATH 1A,,,
Student 5,EXPOS 20,,,
,FRSEMR 25X,,,
,MATH 22A,,,
,MUSIC 14,,,
,STAT 110,,,
Student 50,EXPOS 20,,,
,GENED 1094,,,
,LIFESCI 1A,,,
,MATH 21A,,,
Student 500,COMPSCI 50,,,
,ECON 10A,,,
,EXPOS 20,,,
,MODGRK AA,,,
Student 501,FRSEMR 30M,,,
,GENED 1102,,,
,GOV 30,,,
,HUMAN 10A,,,
Student 502,FRSEMR 26O,,,
,GOV 1740,,,
,LIFESCI 1A,,,
,MATH 1B,,,
Student 503,ECON 1021,,,
,EXPOS 20,,,
,FRSEMR 35N,,,
,KOREAN BA,,,
Student 504,EXPOS 20,,,
,FRSEMR 51F,,,
,LIFESCI 1A,,,
,MATH 1A,,,
Student 505,ECON 10A,,,
,EXPOS 10,,,
,GENED 1094,,,
,MATH 1A,,,
Student 506,EXPOS 20,,,
,FRSEMR 27I,,,
,GENED 1019,,,
,LPS A,,,
Student 507,EXPOS 10,,,
,FRSEMR 61F,,,
,GREEK 1,,,
,WELSH 225A,,,
Student 508,ECON 10A,,,
,EXPOS 10,,,
,GENED 1102,,,
,MATH 1A,,,
Student 509,APMTH 22A,,,
,COMPSCI 61,,,
,FRSEMR 62U,,,
,GENED 1042,,,
Student 51,ECON 10A,,,
,EXPOS 20,,,
,FRSEMR 25X,,,
,LIFESCI 1A,,,
Student 510,COMPSCI 50,,,
,EXPOS 20,,,
,GENED 1074,,,
,NEP 101A,,,
Student 511,ECON 10A,,,
,EDST 128,,,
,EXPOS 20,,,
,SOCIOL 1185,,,
Student 512,GENED 1144,,,
,LPS A,,,
,MATH 1A,,,
,SLAVIC 171,,,
Student 513,COMPSCI 50,,,
,GENED 1104,,,
,MATH 22A,,,
,PHIL 3,,,
Student 514,ECON 10A,,,
,EXPOS 10,,,
,GENED 1074,,,
,MATH QA,,,
Student 515,FRSEMR 72O,,,
,LPS A,,,
,MATH 1A,,,
,NEURO 80,,,
Student 516,ECON 10A,,,
,EXPOS 20,,,
,LPS A,,,
,MATH 1B,,,
Student 517,EXPOS 20,,,
,FRENCH 40,,,
,FRSEMR 62I,,,
,MATH 1A,,,
Student 518,EXPOS 20,,,
,FRSEMR 64Z,,,
,LPS A,,,
,MATH MA,,,
Student 519,FRENCH 20,,,
,GENED 1076,,,
,LIFESCI 1A,,,
,MATH MA,,,
Student 52,ECON 10A,,,
,EXPOS 20,,,
,FRSEMR 51H,,,
,MATH 1B,,,
Student 520,EXPOS 20,,,
,FRENCH 40,,,
,LIFESCI 1A,,,
,MATH 21A,,,
Student 521,ECON 10A,,,
,EXPOS 20,,,
,FRENCH 40,,,
,MATH MA,,,
Student 522,ECON 10A,,,
,EXPOS 10,,,
,FRSEMR 48K,,,
,MATH 1B,,,
Student 523,COMPSCI 50,,,
,GENED 1093,,,
,MATH 1B,,,
,PSY 1,,,
Student 524,CLS-STDY 144,,,
,EXPOS 10,,,
,GENED 1038,,,
,HIST 1223,,,
Student 525,FRSEMR 72T,,,
,HIST-LIT 90EJ,,,
,MATH 1A,,,
,PHIL 34,,,
Student 526,ECON 10A,,,
,EXPOS 10,,,
,MATH MA,,,
,SWAHILI AA,,,
Student 527,ENGLISH 10,,,
,FRSEMR 50V,,,
,GENED 1146,,,
,HUMAN 10A,,,
Student 528,GENED 1144,,,
,LIFESCI 1A,,,
,MATH 1B,,,
,SPANSH 10,,,
Student 529,COMPSCI 50,,,
,EXPOS 20,,,
,FRSEMR 71G,,,
,MOD-HEB 120A,,,
Student 53,ECON 10A,,,
,GOV 20,,,
,HIST 1465,,,
,MATH MA,,,
Student 530,COMPSCI 50,,,
,ECON 10A,,,
,EXPOS 20,,,
,GENED 1038,,,
Student 531,ECON 10A,,,
,EXPOS 10,,,
,GENED 1074,,,
,MATH 1A,,,
Student 532,FRSEMR 64I,,,
,HUMAN 20,,,
,MATH 1B,,,
,OEB 59,,,
Student 533,ECON 10A,,,
,EXPOS 20,,,
,FRSEMR 31P,,,
,SOCIOL 1000,,,
Student 534,ECON 10A,,,
,EXPOS 20,,,
,FRSEMR 23I,,,
,MATH 18A,,,
Student 535,AFVS 165V,,,
,ECON 70,,,
,EXPOS 20,,,
,FRENCH 11,,,
Student 536,EXPOS 10,,,
,GENED 1130,,,
,LPS A,,,
,MATH MA,,,
Student 537,COMPSCI 50,,,
,JAPAN BA,,,
,MATH 22A,,,
,STAT 110,,,
Student 538,COMPSCI 50,,,
,FRSEMR 49G,,,
,GENED 1093,,,
,LIFESCI 1A,,,
,MUSIC 107,,,
Student 539,EXPOS 20,,,
,GENED 1018,,,
,LPS A,,,
,PSY 1,,,
Student 54,CLASARCH 10,,,
,FRSEMR 63R,,,
,GENED 1131,,,
,MODGRK AA,,,
Student 540,COMPSCI 50,,,
,EXPOS 10,,,
,FRSEMR 62I,,,
,PSY 1,,,
Student 541,ECON 10A,,,
,ENG-SCI 139,,,
,EXPOS 10,,,
,MATH MA,,,
Student 542,EXPOS 10,,,
,GENED 1140,,,
,LIFESCI 1A,,,
,PSY 1005,,,
Student 543,FRSEMR 49N,,,
,GENED 1011,,,
,LIFESCI 1A,,,
,MATH 21B,,,
Student 544,EXPOS 20,,,
,FRSEMR 21W,,,
,LIFESCI 1A,,,
,MOD-HEB BA,,,
Student 545,GENED 1093,,,
,LPS A,,,
,MATH 19A,,,
,VIETNAM BA,,,
Student 546,ENGLISH 10,,,
,GENED 1076,,,
,HUMAN 10A,,,
,JAPAN 130A,,,
Student 547,EXPOS 20,,,
,FRSEMR 62L,,,
,GENED 1012,,,
,GOV 1790,,,
Student 548,FRSEMR 30M,,,
,HUMAN 10A,,,
,PSY 1,,,
,TDM 150,,,
Student 549,ECON 10A,,,
,EXPOS 20,,,
,LIFESCI 1A,,,
,MATH 21A,,,
Student 55,CLS-STDY 144,,,
,FRSEMR 63R,,,
,GENED 1042,,,
,HUMAN 10A,,,
Student 550,ECON 10A,,,
,FRSEMR 51S,,,
,HIST-LIT 90EJ,,,
,OEB 104,,,
Student 551,ECON 10A,,,
,EXPOS 10,,,
,GENED 1038,,,
,LPS A,,,
Student 552,ECON 10A,,,
,FRSEMR 50P,,,
,GENED 1089,,,
,SPANSH 10,,,
Student 553,FRSEMR 51F,,,
,GENED 1079,,,
,LIFESCI 50A,,,
Student 554,COMPSCI 50,,,
,ECON 10A,,,
,FRSEMR 42H,,,
,MATH 22A,,,
Student 555,ECON 10A,,,
,EXPOS 10,,,
,MATH 1A,,,
,SPANSH 11,,,
Student 556,ECON 10A,,,
,FRENCH 10,,,
,FRSEMR 33C,,,
,HUMAN 10A,,,
Student 557,AMHARIC BA,,,
,EXPOS 20,,,
,GENED 1071,,,
,GENED 1146,,,
Student 558,FRSEMR 72S,,,
,GENED 1038,,,
,GENED 1144,,,
,SPANSH 11,,,
Student 559,COMPSCI 50,,,
,ECON 10A,,,
,FRSEMR 72T,,,
,GENED 1120,,,
Student 56,EXPOS 20,,,
,GENED 1130,,,
,PSY 1,,,
,PSY 1900,,,
Student 560,COMPSCI 121,,,
,GENED 1033,,,
,GENED 1038,,,
,MATH 55A,,,
Student 561,ECON 1011A,,,
,GREEK 112A,,,
,HUMAN 10A,,,
,MATH 18A,,,
Student 562,ECON 10A,,,
,FRENCH 10,,,
,GENED 1019,,,
,GENED 1144,,,
Student 563,CHNSE BX,,,
,COMPSCI 50,,,
,ECON 10A,,,
,EXPOS 20,,,
Student 564,EXPOS 10,,,
,MATH 1B,,,
,PSY 1,,,
,SPANSH 20,,,
Student 565,ECON 10A,,,
,GENED 1102,,,
,HUMAN 10A,,,
,MATH 1B,,,
,MUSIC 14,,,
Student 566,ECON 10A,,,
,EXPOS 20,,,
,GERMAN 10AB,,,
Student 567,GENED 1175,,,
,KOREAN BX,,,
,LIFESCI 1A,,,
,MATH 21A,,,
Student 568,ECON 10A,,,
,EXPOS 10,,,
,GENED 1175,,,
,ITAL 10,,,
Student 569,ECON 1010A,,,
,EXPOS 20,,,
,FRSEMR 31P,,,
,GOV 20,,,
Student 57,ECON 10A,,,
,EXPOS 10,,,
,GOV 20,,,
,MATH MA,,,
Student 570,FRSEMR 24Q,,,
,GENED 1044,,,
,LIFESCI 1A,,,
,MATH 1B,,,
Student 571,EXPOS 20,,,
,FRSEMR 49G,,,
,HIST 1024,,,
,MATH MA,,,
Student 572,ECON 10A,,,
,EXPOS 20,,,
,HIST-LIT 90FI,,,
,MATH QA,,,
Student 573,EXPOS 20,,,
,FRSEMR 64T,,,
,GOV 20,,,
,PHIL 3,,,
Student 574,COMPSCI 50,,,
,ECON 10A,,,
,FRSEMR 71G,,,
,MATH 1B,,,
Student 575,ENGLISH 181A,,,
,EXPOS 20,,,
,PSY 14,,,
,SOCIOL 1000,,,
Student 576,COMPSCI 50,,,
,EXPOS 10,,,
,MATH 21A,,,
,PHYSICS 15A,,,
Student 577,COMPSCI 50,,,
,EXPOS 10,,,
,JAPAN BA,,,
,MATH 21B,,,
Student 578,EXPOS 20,,,
,FRSEMR 24G,,,
,LIFESCI 50A,,,
Student 579,COMPSCI 50,,,
,EXPOS 20,,,
,FRSEMR 50P,,,
,MATH 1A,,,
Student 58,COMPSCI 50,,,
,ECON 10A,,,
,EXPOS 20,,,
,MATH 1A,,,
Student 580,ECON 10A,,,
,EXPOS 20,,,
,GOV 1249,,,
,GOV 20,,,
Student 581,COMPSCI 50,,,
,EXPOS 20,,,
,ITAL 10,,,
,LPS A,,,
Student 582,ECON 1021,,,
,ECON 10A,,,
,EXPOS 20,,,
,MATH 1A,,,
Student 583,COMPSCI 50,,,
,EXPOS 20,,,
,GENED 1042,,,
,MATH MA,,,
Student 584,EXPOS 20,,,
,FRSEMR 72P,,,
,PHIL 3,,,
,SPANSH 20,,,
Student 585,EXPOS 20,,,
,FRSEMR 27I,,,
,GENED 1093,,,
,LPS A,,,
Student 586,GENED 1038,,,
,SOCIOL 1000,,,
,SPANSH 20,,,
,STAT 100,,,
Student 587,COMPSCI 50,,,
,EXPOS 10,,,
,FRSEMR 21V,,,
,MATH 1B,,,
Student 588,ECON 1017,,,
,ECON 10A,,,
,FRSEMR 64Z,,,
,MATH 1A,,,
Student 589,COMPSCI 50,,,
,ECON 10A,,,
,EXPOS 10,,,
,MATH 22A,,,
Student 59,CHNSE 130XA,,,
,COMPSCI 50,,,
,ECON 10A,,,
,EXPOS 20,,,
Student 590,COMPSCI 50,,,
,EXPOS 20,,,
,KOREAN 120A,,,
,MATH 22A,,,
Student 591,EXPOS 20,,,
,FRSEMR 71Y,,,
,GENED 1093,,,
,MATH 22A,,,
Student 592,COMPSCI 50,,,
,EXPOS 20,,,
,FRSEMR 61U,,,
,MATH 22A,,,
Student 593,ECON 10A,,,
,EXPOS 20,,,
,MATH MA,,,
,ZULU AA,,,
Student 594,EXPOS 10,,,
,FRSEMR 51M,,,
,LPS A,,,
,MATH 1B,,,
Student 595,COMPSCI 61,,,
,GERMAN 20B,,,
,MATH 25A,,,
,PHYSICS 16,,,
Student 596,COMPSCI 50,,,
,ECON 10A,,,
,GENED 1181,,,
,MATH 22A,,,
Student 597,ECON 10A,,,
,FRSEMR 43J,,,
,GENED 1091,,,
,MATH 1B,,,
Student 598,EXPOS 20,,,
,GENED 1038,,,
,MATH 1B,,,
,SPANSH 10,,,
Student 599,FRSEMR 50Y,,,
,GENED 1102,,,
,LIFESCI 1A,,,
,MATH 1A,,,
Student 6,CHNSE BX,,,
,EXPOS 20,,,
,FRSEMR 62Z,,,
,GENED 1102,,,
Student 60,ASTRON 2,,,
,FRSEMR 62I,,,
,HUMAN 10A,,,
,SPANSH 72,,,
Student 600,ANTHRO 1906,,,
,FRSEMR 64I,,,
,HUMAN 10A,,,
,ROM-STD 162,,,
Student 601,COMPSCI 50,,,
,GENED 1130,,,
,LPS A,,,
,PSY 1,,,
Student 602,EXPOS 10,,,
,GENED 1053,,,
,GERMAN 10A,,,
,MATH 1A,,,
Student 603,CHNSE BA,,,
,EXPOS 20,,,
,MATH 1A,,,
,STAT 100,,,
Student 604,APMTH 10,,,
,APMTH 22A,,,
,FRSEMR 72M,,,
,HIST 1993,,,
Student 605,FRENCH 10,,,
,FRSEMR 23P,,,
,MATH 22A,,,
,PHYSICS 15A,,,
Student 606,GENED 1175,,,
,LIFESCI 1A,,,
,MATH 1A,,,
,SWAHILI AA,,,
Student 607,ECON 10A,,,
,FRSEMR 51H,,,
,MATH 21A,,,
,PHIL 6,,,
Student 608,ECON 10A,,,
,EXPOS 10,,,
,FRSEMR 49G,,,
,GENED 1019,,,
Student 609,EXPOS 20,,,
,HIST 1223,,,
,SOCIOL 1000,,,
,STAT 100,,,
Student 61,ECON 10A,,,
,ENGLISH 10,,,
,FRSEMR 64T,,,
,PSY 1,,,
Student 610,ECON 10A,,,
,EXPOS 20,,,
,GOV 50,,,
,STAT 110,,,
Student 611,FRSEMR 64Y,,,
,GENED 1102,,,
,GOV 1290,,,
,GOV 50,,,
Student 612,FRSEMR 33C,,,
,HUMAN 20,,,
,LIFESCI 1A,,,
,MATH 21A,,,
Student 613,ECON 10A,,,
,FRSEMR 41K,,,
,GERMAN 10A,,,
,HUMAN 10A,,,
Student 614,ECON 10A,,,
,FRSEMR 26J,,,
,MATH 25A,,,
,STAT 110,,,
Student 615,APMTH 22A,,,
,COMPSCI 50,,,
,ECON 1021,,,
,NEURO 80,,,
Student 616,COMPSCI 50,,,
,EXPOS 20,,,
,GENED 1018,,,
,MATH 1B,,,
Student 617,COMPSCI 50,,,
,ENG-SCI 139,,,
,GENED 1120,,,
,MATH 1A,,,
Student 618,ECON 10A,,,
,FRSEMR 60C,,,
,MATH 21A,,,
,SWAHILI AA,,,
Student 619,CHNSE 120A,,,
,COMPSCI 50,,,
,EXPOS 20,,,
,HIST 1602,,,
Student 62,COMPSCI 50,,,
,EXPOS 20,,,
,MATH QA,,,
,PHIL 34,,,
Student 620,COMPSCI 50,,,
,FRENCH 40,,,
,FRSEMR 52C,,,
,MATH 22A,,,
Student 621,COMPSCI 50,,,
,EXPOS 20,,,
,GENED 1038,,,
,MATH ESPA,,,
,MATH MA,,,
Student 622,EXPOS 20,,,
,FRSEMR 72I,,,
,LIFESCI 1A,,,
,MATH ESPA,,,
,MATH MA,,,
Student 623,EXPOS 20,,,
,FRSEMR 51M,,,
,LIFESCI 1A,,,
,MATH 22A,,,
Student 624,ECON 10A,,,
,FRSEMR 60R,,,
,HIST-LIT 90EJ,,,
,LATIN 106A,,,
Student 625,GENED 1094,,,
,GENED 1146,,,
,GOV 50,,,
,SPANSH 11,,,
Student 626,COMPSCI 50,,,
,FRSEMR 21V,,,
,HUMAN 10A,,,
,MATH 22A,,,
Student 627,ENGLISH 10,,,
,GENED 1140,,,
,LPS A,,,
,PSY 1,,,
Student 628,ENGLISH 10,,,
,FRENCH 10,,,
,GENED 1181,,,
,GOV 30,,,
Student 629,ECON 10A,,,
,EXPOS 20,,,
,GENED 1091,,,
,SPANSH 11,,,
Student 63,ECON 10A,,,
,ENG-SCI 139,,,
,MATH 21A,,,
,PHIL 34,,,
Student 630,ECON 10A,,,
,GENED 1094,,,
,GOV 20,,,
,MATH 1A,,,
Student 631,FRSEMR 42H,,,
,GENED 1130,,,
,GOV 30,,,
,HUMAN 10A,,,
Student 632,EXPOS 20,,,
,FRSEMR 41R,,,
,GENED 1130,,,
,SOCIOL 1111,,,
Student 633,ECON 10A,,,
,GENED 1103,,,
,MATH MA,,,
,SPANSH 11,,,
Student 634,COMPSCI 50,,,
,EXPOS 20,,,
,MATH 1A,,,
,ZULU AA,,,
Student 635,EXPOS 20,,,
,FRSEMR 62R,,,
,PSY 1,,,
,SOCIOL 1000,,,
Student 636,ECON 1011A,,,
,FRENCH 40,,,
,MATH 55A,,,
,STAT 210,,,
Student 637,EXPOS 20,,,
,FRSEMR 62U,,,
,LIFESCI 1A,,,
,MATH MA,,,
Student 638,ECON 10A,,,
,FRSEMR 63L,,,
,GENED 1102,,,
,JAPAN 130A,,,
Student 639,EXPOS 20,,,
,FRSEMR 61F,,,
,GREEK 112A,,,
,STAT 110,,,
Student 64,EXPOS 20,,,
,GENED 1175,,,
,LIFESCI 50A,,,
Student 640,CLS-STDY 97A,,,
,FRSEMR 72S,,,
,GOV 20,,,
,HIST 1412,,,
Student 641,ECON 10A,,,
,EXPOS 20,,,
,FRSEMR 64O,,,
,GOV 20,,,
Student 642,ECON 10A,,,
,FRSEMR 48K,,,
,MATH 21A,,,
,PHYSICS 19,,,
Student 643,CZCH CR,,,
,ECON 10A,,,
,EXPOS 10,,,
,MATH MA,,,
Student 644,AFVS 12,,,
,AFVS 51S,,,
,ENGLISH 102M,,,
,FRSEMR 50V,,,
Student 645,FRSEMR 72M,,,
,GENED 1093,,,
,LIFESCI 1A,,,
,MATH 1B,,,
Student 646,COMPSCI 50,,,
,ECON 10A,,,
,EXPOS 20,,,
,MATH 21A,,,
Student 647,EXPOS 20,,,
,GENED 1144,,,
,MATH 55A,,,
,MUSIC 14,,,
,PHIL 34,,,
Student 648,EXPOS 20,,,
,FRSEMR 50Y,,,
,HIST-LIT 90FK,,,
,SPANSH 30,,,
Student 649,ECON 10A,,,
,EXPOS 10,,,
,GENED 1038,,,
,MATH MA,,,
Student 65,COMPSCI 50,,,
,ECON 10A,,,
,EXPOS 20,,,
,GENED 1038,,,
Student 650,GENED 1144,,,
,LING 101,,,
,MATH 22A,,,
Student 651,EXPOS 20,,,
,FRSEMR 70P,,,
,GOV 1290,,,
,SPANSH 20,,,
Student 652,ANTHRO 1906,,,
,ECON 10A,,,
,FRSEMR 41K,,,
,GENED 1093,,,
Student 653,CHNSE 120A,,,
,ECON 10A,,,
,FRSEMR 72M,,,
,GOV 20,,,
Student 654,COMPSCI 50,,,
,GENED 1093,,,
,MATH 21A,,,
,SPANSH 11,,,
Student 655,GENED 1038,,,
,GOV 1790,,,
,GOV 50,,,
,SPANSH 11,,,
Student 656,ECON 10A,,,
,LATIN 106A,,,
,MATH 25A,,,
,PHYSICS 15A,,,
Student 657,EXPOS 10,,,
,LIFESCI 1A,,,
,MATH 1A,,,
,STAT 100,,,
Student 658,EXPOS 20,,,
,GENED 1074,,,
,MATH 21A,,,
,PHYSICS 15A,,,
Student 659,ENGLISH 125PC,,,
,EXPOS 20,,,
,FRSEMR 35N,,,
,GENED 1181,,,
Student 66,EXPOS 10,,,
,GENED 1093,,,
,LIFESCI 1A,,,
,MATH MA,,,
Student 660,EXPOS 20,,,
,LIFESCI 1A,,,
,MATH 1B,,,
,SPANSH 11,,,
Student 661,AFVS 153BR,,,
,EXPOS 10,,,
,GENED 1012,,,
,PHYSCI 70,,,
Student 662,FRSEMR 52C,,,
,GENED 1018,,,
,HUMAN 10A,,,
,LPS A,,,
Student 663,EXPOS 20,,,
,FRSEMR 52C,,,
,GENED 1094,,,
,MATH 1B,,,
Student 664,ECON 10A,,,
,FRENCH 40,,,
,FRSEMR 42H,,,
,MATH 1B,,,
Student 665,ECON 10A,,,
,FRSEMR 72W,,,
,GENED 1093,,,
,MATH 1A,,,
Student 666,EXPOS 20,,,
,FRSEMR 49N,,,
,GENED 1038,,,
,MATH MA,,,
Student 667,FRSEMR 72I,,,
,LPS A,,,
,MATH MA,,,
,SPANSH 20,,,
Student 668,FRSEMR 25N,,,
,HIST-LIT 90FS,,,
,LPS A,,,
,SPANSH 10,,,
Student 669,EXPOS 20,,,
,FRSEMR 65E,,,
,GENED 1091,,,
,LIFESCI 1A,,,
Student 67,GENED 1131,,,
,GENED 1140,,,
,HAA 12M,,,
,HAA 77M,,,
Student 670,FRSEMR 30Q,,,
,GENED 1114,,,
,ITAL 40,,,
,LING 101,,,
Student 671,ECON 10A,,,
,EXPOS 20,,,
,GENED 1074,,,
,ZULU AA,,,
Student 672,APMTH 10,,,
,EXPOS 20,,,
,FRSEMR 23I,,,
,MATH 1B,,,
Student 673,GENED 1033,,,
,GOV 30,,,
,KOREAN BA,,,
,MATH QA,,,
Student 674,EXPOS 20,,,
,FRSEMR 33X,,,
,LPS A,,,
,MATH 1B,,,
Student 675,ECON 10A,,,
,EXPOS 20,,,
,GERMAN 10A,,,
,MATH 1B,,,
,MUSIC 107,,,
Student 676,COMPSCI 50,,,
,FRSEMR 43J,,,
,MATH 55A,,,
,STAT 110,,,
Student 677,EMR 1010,,,
,EXPOS 20,,,
,LIFESCI 1A,,,
,MATH 1A,,,
Student 678,GENED 1146,,,
,LIFESCI 1A,,,
,MATH 21A,,,
,SPANSH 10,,,
Student 679,EXPOS 20,,,
,FRSEMR 60R,,,
,HIST 1465,,,
,MATH 1B,,,
Student 68,FRSEMR 21V,,,
,GERMAN 61,,,
,MATH 22A,,,
,PHYSICS 16,,,
Student 680,COMPSCI 50,,,
,ECON 10A,,,
,GENED 1175,,,
,MATH 21A,,,
Student 681,COMPSCI 50,,,
,EXPOS 20,,,
,FRSEMR 26J,,,
,MATH 1B,,,
Student 682,EXPOS 20,,,
,GENED 1053,,,
,LIFESCI 1A,,,
,MATH 1A,,,
Student 683,AFRIKAAN AA,,,
,EXPOS 10,,,
,LPS A,,,
,MATH MA,,,
Student 684,EXPOS 10,,,
,GENED 1038,,,
,SPANSH 30,,,
,STAT 104,,,
Student 685,FRSEMR 61U,,,
,LPS A,,,
,MATH 21A,,,
,PSY 1,,,
Student 686,ECON 10A,,,
,EXPOS 10,,,
,FRSEMR 60R,,,
,MATH 1A,,,
Student 687,COMPSCI 50,,,
,GENED 1120,,,
,MATH 22A,,,
,SPANSH 40,,,
Student 688,ECON 10A,,,
,ENGLISH 10,,,
,EXPOS 20,,,
,FRSEMR 30Q,,,
Student 689,EXPOS 20,,,
,FRSEMR 72R,,,
,GENED 1102,,,
,SOCIOL 1000,,,
Student 69,ARABIC AA,,,
,FRSEMR 24G,,,
,LIFESCI 1A,,,
,MATH 1B,,,
Student 690,GERMAN 10AB,,,
,GREEK 134,,,
,LATIN 106A,,,
Student 691,EXPOS 20,,,
,FRSEMR 62U,,,
,GENED 1091,,,
,MATH 1A,,,
Student 692,CHNSE 120A,,,
,ECON 10A,,,
,GENED 1038,,,
,GOV 20,,,
Student 693,ECON 10A,,,
,EXPOS 10,,,
,GENED 1038,,,
,MATH MA,,,
Student 694,COMPSCI 50,,,
,ECON 10A,,,
,GENED 1038,,,
,MATH 22A,,,
Student 695,EXPOS 20,,,
,GENED 1042,,,
,GENED 1091,,,
,KOREAN BA,,,
Student 696,EXPOS 20,,,
,FRSEMR 25N,,,
,LIFESCI 1A,,,
,MATH 1A,,,
Student 697,ECON 10A,,,
,EXPOS 20,,,
,GENED 1120,,,
,JAPAN BA,,,
Student 698,ESPP 78,,,
,EXPOS 20,,,
,FRSEMR 42H,,,
,GENED 1093,,,
Student 699,COMPSCI 50,,,
,ECON 10A,,,
,GENED 1038,,,
,MATH 21A,,,
Student 7,ECON 10A,,,
,EXPOS 20,,,
,LIFESCI 1A,,,
,MATH 21A,,,
Student 70,ECON 10A,,,
,FRSEMR 33X,,,
,MATH 22A,,,
,MUSIC 15,,,
,PHYSICS 16,,,
Student 700,COMPSCI 50,,,
,ECON 10A,,,
,EXPOS 20,,,
,MATH 22A,,,
Student 701,COMPSCI 50,,,
,FRSEMR 72O,,,
,LIFESCI 1A,,,
,MATH 22A,,,
Student 702,COMPSCI 61,,,
,GENED 1175,,,
,SAS 100R,,,
,STAT 100,,,
Student 703,COMPSCI 50,,,
,EXPOS 20,,,
,FRSEMR 60C,,,
,MATH 1A,,,
Student 704,COMPSCI 50,,,
,ECON 10A,,,
,EXPOS 10,,,
,GENED 1102,,,
Student 705,COMPSCI 50,,,
,FRSEMR 26E,,,
,GENED 1094,,,
,MATH 55A,,,
Student 706,FRSEMR 64Y,,,
,GOV 1734,,,
,HUMAN 10A,,,
,MATH 1A,,,
Student 707,EXPOS 10,,,
,GENED 1038,,,
,GENED 1140,,,
,SPANSH 49H,,,
Student 708,EXPOS 10,,,
,FRSEMR 35E,,,
,GENED 1131,,,
,GENED 1144,,,
Student 709,ENG-SCI 139,,,
,EXPOS 20,,,
,GENED 1102,,,
,LPS A,,,
Student 71,CHNSE BX,,,
,COMPSCI 50,,,
,FRSEMR 33O,,,
,MATH 22A,,,
,MUSIC 107,,,
Student 710,ECON 1010B,,,
,FRSEMR 31P,,,
,GENED 1011,,,
,HUMAN 10A,,,
Student 711,COMPSCI 50,,,
,EXPOS 20,,,
,GENED 1091,,,
,MATH 1B,,,
,MUSIC 15,,,
Student 712,EXPOS 20,,,
,FRSEMR 41R,,,
,GOV 20,,,
,MATH 1B,,,
Student 713,FRSEMR 21W,,,
,HUMAN 10A,,,
,MATH 22A,,,
,SPANSH 10,,,
Student 714,EXPOS 20,,,
,FRSEMR 26F,,,
,GOV 1734,,,
,TDM 169S,,,
Student 715,ECON 10A,,,
,EXPOS 20,,,
,FRSEMR 72U,,,
,GENED 1074,,,
Student 716,EXPOS 20,,,
,LPS A,,,
,MATH MA,,,
,PHIL 34,,,
Student 717,GENED 1074,,,
,GENED 1120,,,
,MATH QA,,,
,SPANSH 30,,,
