3350,COMPSCI 50,HAA 171M,ECON 1123,PHYSICS 143B
3351,MATH 230A,CHEM 101,FRSEMR 30G,GENED 1038
3352,SLAVIC 144,ECON 10A,GENED 1080,FOLKMYTH 111
3353,GENED 1038,LIFESCI 1A,HISTSCI 1932,ENGLISH 145A
3354,KOREAN BA,COMPSCI 105,PSY 1005,ENG-SCI 181
3355,MATH 99R,STAT 121A,HISTSCI 1441,AFVS 153AR
3356,EXPOS 20,LIFESCI 2,GOV 1790,COMPSCI 252R
3357,HIST-LIT 90EW,MATH MA,E-PSCI 10,TDM 119
3358,PHYSICS 195A,ENG-SCI 181,STAT 210,FRENCH 30
3359,ENG-SCI 139,SOC-STD 10A,ECON 1010A,COMPSCI 107
3360,LIFESCI 100,MATH 1A,GENED 1023,APPHY 235
3361,MATH 124,STAT 110,COMPSCI 109A,PSY 1201
3362,MATH MA,COMPSCI 109A,GENED 1074,MATH 1B
3363,PSY 15,PHIL 248,MATH QA,GOV 1740
3364,ECON 10A,COMPLIT 175,ISLAMCIV 184,STAT 185
3365,ECON 10A,MATH 21A,ANTHRO 2738,PSY 1
3366,AFVS 161L,GENED 1143,VIROLOGY 200,SOC-STD 98UB
3367,SLAVIC 118,GENED 1091,MATH 25A,STAT 104
3368,HBTM 235,ECON 10A,MATH 101,ANTHRO 2812
3369,COMPSCI 107,MATH 55A,PSY 1901,MATH 1B
3370,ISLAMCIV 184,SCRB 297,MATH 1B,ENG-SCI 241
3371,MATH 1B,PHYSCI 12B,MATH 55A,GENED 1023
3372,COMPSCI 50,GOV 1790,MED-SCI 316QC,ENG-SCI 139
3373,MED-SCI 302QC,PSY 1005,STAT 110,PSY 1
3374,GENED 1006,PSY 1,STAT 110,CHNSE 130A
3375,BPH 208,MATH 251Y,PHIL 6,ENGLISH 179H
3376,ENG-SCI 139,CHNSE BX,HIST 1878B,PSY 1901
3377,MATH 21B,HIST 1028,GENED 1074,ISLAMCIV 184
3378,HEB 1334,FRSEMR 30G,ECON 1021,ECON 1010A
3379,STAT 110,COMPSCI 50,EXPOS 40,EXPOS 20
3380,ECON 970,COMPSCI 61,TDM 120,STAT 121A
3381,GENED 1001,AFRAMER 183Y,FRSEMR 26F,PHYSCI 12B
3382,FRSEMR 52C,FRSEMR 40J,ECON 70,MATH MA
3383,GOV 1510,HIST 1028,PSY 1901,PHYSCI 2
3384,GENED 1004,ECON 1010A,ECON 1017,ENGLISH 10
3385,HUMAN 10A,PHYSICS 15B,PHYSICS 262,EXPOS 20
3386,STAT 110,PHIL 177I,COMPSCI 50,PHYSICS 16
3387,GENED 1147,MED-SCI 300QC,PSY 1,LPS A
3388,KORLIT 134,ECON 1010B,PHYSCI 2,ESE 160
3389,GOV 94BC,FRSEMR 51C,ENG-SCI 139,SOCIOL 1131
3390,HEB 1290,STAT 104,MCB 169,COMPLIT 298
3391,ECON 10A,LIFESCI 2,OEB 53,MCB 60
3392,ENGLISH 145A,APCOMP 295,BPH 219,MATH 22A
3393,STAT 121A,MED-SCI 300QC,EASTD 194,AFRAMER 197
3394,ENG-SCI 239,NEURO 80,PHYSICS 285B,MCB 80
3395,GENED 1038,LPS A,GENED 1074,KOREAN BA
3396,GENED 1074,AFVS 133,HAA 285P,LING 108
3397,MATH 1B,FRENCH 80,MATH 1A,HAA 18K
3398,APPHY 50A,APMTH 111,FRSEMR 70H,AFRAMER 197
3399,ENG-SCI 239,COMPSCI 61,CHNSE BA,PSY 1201
3400,COMPSCI 242,FRSEMR 64K,GENED 1074,STAT 211
3401,ECON 70,ENG-SCI 181,EXPOS 20,ENG-SCI 111
3402,STAT 139,MCB 175,ECON 10A,LPS A
3403,LIFESCI 50A,PSY 1,ECON 10A,GENED 1091
3404,ASTRON 17,ENGLISH CAFR,CHEM 301HFA,MATH 114
3405,GENED 1094,GENED 1002,E-PSCI 200,FRSEMR 49N
3406,COMPSCI 50,APMTH 111,PSY 1750,GOV 1510
3407,GOV 20,MATH 21A,STAT 99R,BIOSTAT 232
3408,ENG-SCI 155,PSY 1,LIFESCI 100,GENED 1136
3409,MCB 99A,ESPP 90N,ECON 10A,GENED 1120
3410,ENG-SCI 181,PSY 1950,EXPOS 20,MATH 1A
3411,STAT 99R,CHEM 301HFA,SPANSH 11,E-PSCI 10
3412,GENED 1001,GENED 1147,MATH 114,LIFESCI 2
3413,MEDVLSTD 250,ARABIC 131A,APMTH 104,ECON 1017
3414,CELLBIO 306QC,AFVS 168T,FOLKMYTH 111,EXPOS 10
3415,OEB 53,MATH 1B,SLAVIC 189,ECON 1123
3416,AFVS 50A,EXPOS 20,ECON 2020A,GENED 1038
3417,TDM 173X,GOV 1790,PSY 1861,STAT 210
3418,ECON 1010A,MATH MA,GENED 1136,MCB 169
3419,APMTH 101,GENED 1038,GENED 1023,MATH MA
3420,SOCIOL 3310,COMPSCI 107,PSY 1,MUSIC 14A
3421,CHEM 100R,FRSEMR 64M,APMTH 104,HEB 1410
3422,STAT 110,HIST 1155,ECON 10A,STAT 104
3423,APPHY 235,ECON 70,HISTSCI 1441,STAT 121A
3424,PSY 1005,PHYSICS 143A,GOV 2340A,COMPSCI 109A
3425,GOV 1372,GENED 1091,APMTH 205,GOV 93CJ
3426,GENED 1038,MATH 21A,HISTSCI 100,MCB 292
3427,HEB 1392,YORUBA AA,STAT 110,ENGLISH 145A
3428,STAT 104,COMPSCI 153,ECON 2723,MUSIC 264R
3429,MICROBI 202,APMTH 121,GENED 1056,ENGLISH 290EH
3430,HIST 1056,GERMAN 102,PSY 1201,MATH 286Y
3431,MATH 1A,SOCIOL 1166,ARABIC 131A,HEB 1392
3432,ECON 1123,STAT 185,EXPOS 20,EXPOS 20
3433,EXPOS 20,BCMP 230,GENED 1038,ECON 10A
3434,GENED 1074,LING 105,PHIL 14,COMPSCI 109A
3435,GOV 1033,MED-SCI 300QC,STAT 211,APCOMP 209A
3436,GENED 1120,GENED 1038,SOC-STD 68RJ,GENED 1019
3437,CHEM 301HFA,TDM 121K,GENED 1004,IGBO AA
3438,COMPSCI 109A,MUSIC 180R,HIST 1776,LIFESCI 1A
3439,COMPSCI 242,WOMGEN 1204,CHEM 17,CHEM 30
3440,ECON 2020A,COMPSCI 50,LING 105,GOV 1510
3441,GENED 1001,ECON 1021,GENED 1120,ISLAMCIV 145A
3442,MATH 230A,GENED 1175,E-PSCI 168,EXPOS 40
3443,MCB 99A,MATH 1A,GENED 1097,COMPSCI 61
3444,GENED 1174,PHIL 27,ECON 1017,ECON 1010B
3445,ECON 10A,GENED 1120,ASTRON 1,KOREAN 120A
3446,GENED 1038,SOC-STD 98NB,GENED 1018,SPANSH 49H
3447,HIST 1520,COMPSCI 50,MATH 19A,GENED 1105
3448,CHNSE 106A,GENED 1038,FRSEMR 70J,GENED 1006
3449,MED-SCI 300QC,MUSIC 97L,HIST 1300,PHYSICS 251A
3450,JAPAN 210A,GENED 1038,GENED 1002,EXPOS 20
3451,MCB 111,PSY 1901,GENED 1038,CHEM 17
3452,GENED 1038,GOV 3002,COMPSCI 109A,ENG-SCI 152
3453,BCMP 200,MATH 122,NEUROBIO 215A,PSY 1900
3454,GENED 1120,APPHY 284,COMPSCI 50,STAT 110
3455,ESPP 91R,FRSEMR 27I,AFVS 150A,GOV 94BC
3456,SOC-STD 10A,ECON 1010A,PHIL 248,GENED 1091
3457,ENG-SCI 239,GENED 1116,GENED 1092,MATH 1B
3458,GENED 1071,GENED 1111,HAA 18K,PSY 1
3459,GENED 1023,NEURO 80,ECON 1010B,ENGLISH 119TY
3460,FRSEMR 43C,HAA 18K,ECON 1010B,ECON 10A
3461,E-PSCI 275,ECON 1432,MATH MA,GOV 20
3462,GOV 1190,SPANSH 61N,ECON 1010A,PHIL 40
3463,ECON 10A,CHEM 17,COMPSCI 242,MATH MA
3464,HISTSCI 100,COMPSCI 171,ENG-SCI 239,SOCIOL 1046
3465,NEURO 80,RUSS BA,ECON 1420,GENED 1097
3466,MATH 136,GENED 1091,ENG-SCI 239,AFVS 141BR
3467,ENG-SCI 111,HIST 1220,SOCIOL 3310,COMPSCI 61
3468,COMPLIT 212,COMPSCI 182,SPANSH 30,ECON 10A
3469,GOV 20,ARABIC 242AR,GOV 94GO,APMTH 121
3470,COMPSCI 109A,ECON 1126,GENED 1093,SCRB 175
3471,COMPSCI 283,COMPSCI 50,EXPOS 20,GENED 1006
3472,MED-SCI 300QC,ECON 1017,PHYSICS 253A,GENED 1130
3473,ECON 10A,MCB 63,GENED 1043,GOV 94GD
3474,CHEM 17,STAT 104,PHIL 248,FRSEMR 24Q
3475,GENED 1038,EXPOS 40,LIFESCI 1A,STAT 121A
3476,GOV 1730,PHIL 19,PSY 1900,STAT 110
3477,ECON 1410,GENED 1092,LIFESCI 2,ENG-SCI 155
3478,STAT 110,GENED 1023,PSY 1005,TDM 164H
3479,PSY 14,STAT 110,ECON 1010B,ENG-SCI 173
3480,COMPSCI 136,COMPSCI 50,BBS 330,ASTRON 17
3481,LIFESCI 1A,TDM 173X,MATH 116,COMPLIT 175
3482,COMPSCI 187,GOV 1008,COMPSCI 50,HEB 1410
3483,HIST 1125,HISTSCI 98,ENGLISH 90HB,EMR 133
3484,ANTHRO 1250,CHNSE BX,PSY 1900,TDM 121K
3485,PHYSICS 15C,WOMGEN 1204,AFVS 39,APCOMP 209A
3486,GENED 1080,GOV 30,MATH 22A,MATH 114
3487,GENED 1145,GENED 1019,GENED 1116,FRSEMR 64K
3488,GENED 1011,GOV 2001,STAT 110,MCB 91
3489,ESE 168,HISTSCI 98,MATH 21A,MATH 251Y
3490,LING 104,MCB 80,SOCIOL 1131,ENGLISH 181A
3491,BCMP 200,ENGLISH CWP,CHNSE 130A,OEB 50
3492,PHYSCI 2,GOV 20,GENED 1097,ASTRON 202A
3493,APMTH 104,MATH 21A,BCMP 200,LIFESCI 2
3494,FRENCH 62,MATH 21B,HIST 12W,ECON 1021
3495,HUMAN 10A,APMTH 101,GENED 1145,ENGLISH 181A
3496,GENED 1044,COMPSCI 50,HEB 1404,SCRB 111
3497,MCB 80,APCOMP 209A,GENED 1094,COMPSCI 109A
3498,PHIL 11,GENED 1001,GENED 1175,GOV 1740
3499,NEURO 120,COMPSCI 50,APCOMP 215,GOV 1740
3500,PSY 1861,STAT 110,GOV 1316,ECON 10A
3501,OEB 10,ENGLISH 176TM,STAT 211,GENED 1147
3502,MATH 116,ECON 1420,ECON 1011A,GENED 1023
3503,SOC-STD 98AX,ECON 10A,ECON 1010B,ECON 1123
3504,EXPOS 20,NEUROBIO 215A,GENED 1093,APPHY 284
3505,ECON 1010A,GOV 94NS,STAT 185,HIST 3920A
3506,GENED 1091,GENED 1043,AFVS 53AR,ESPP 91R
3507,GENED 1175,GENED 1038,E-PSCI 50,GENED 1111
3508,MATH 21B,COMPSCI 120,MATH 1A,GENED 1038
3509,ENGLISH CMAG,ENGLISH 287AG,FRSEMR 42H,MATH 1B
3510,EXPOS 20,HUMAN 10A,STAT 210,CHEM 110
3511,FRSEMR 71O,FRSEMR 22I,ECON 1017,HISTSCI 100
3512,APPHY 50A,HIST 1300,GENED 1001,PHIL 14
3513,ECON 2810A,LPS A,CHNSE 130A,APCOMP 295
3514,EXPOS 20,GOV 1510,APCOMP 209A,ANTHRO 1603
3515,MATH 21A,LIFESCI 2,HIST 3920A,ENGLISH 20
3516,MATH 1A,GOV 2340A,MATH 55A,MUSIC 18A
3517,MED-SCI 300QC,MATH 1A,IGBO AA,PHYSICS 19
3518,FRSEMR 70K,FOLKMYTH 133,MATH 1A,ECON 1436
3519,ESE 137,GENED 1174,ENG-SCI 239,MATH 1B
3520,EXPOS 20,MCB 175,HEB 1480,LING 105
3521,PSY 1,STAT 104,MATH MA,GENED 1091
3522,STAT 99R,GOV 1433,GENED 1019,ECON 1017
3523,GENED 1093,ENG-SCI 192,HLTHPOL 3040,STAT 216
3524,GENED 1023,SCRB 91R,LATIN 1,FRSEMR 49N
3525,HIST 1125,ECON 1123,CHEM 17,APCOMP 209A
3526,MCB 80,ENGLISH CIHR,FRSEMR 62U,ECON 10A
3527,HIST 1155,GENED 1038,HIST-LIT 90AT,HISTSCI 1471
3528,HISTSCI 1441,GENED 1175,GENED 1091,HISTSCI 100
3529,MCB 80,FRSEMR 62U,LPS A,GOV 20
3530,ECON 1123,EXPOS 20,ESPP 90K,LIFESCI 1A
3531,GENED 1130,SPANSH 11,SPANSH 50,MATH 1A
3532,GENED 1080,COMPSCI 136,EMR 147,CHNSE 130XA
3533,MATH 21A,FRSEMR 51S,GOV 2001,FRSEMR 49N
3534,STAT 121A,GENED 1105,FRSEMR 52K,HIST 1208
3535,MATH 22A,ECON 1010A,NEURO 80,KOREAN BX
3536,ECON 2248,ECON 1010A,HUMAN 10A,COMPSCI 105
3537,ECON 1010A,HAA 45M,HIST-LIT 90EJ,ECON 1017
3538,GENED 1093,MATH 55A,HISTSCI 100,GOV 94WY
3539,FRSEMR 33X,APMTH 207,ECON 70,SOC-STD 98LF
3540,MCB 112,MUSIC 16A,MATH 242,GENED 1006
3541,SOCIOL 1136,MED-SCI 300QC,LING 105,MATH 1B
3542,COMPSCI 50,SPANSH 89,GOV 20,MATH 21A
3543,EXPOS 20,GOV 1783,HEB 1380,SCRB 111
3544,STAT 110,GOV 94PY,ANTHRO 1603,GENED 1097
3545,GOV 20,MCB 60,COMPSCI 50,ENG-SCI 95R
3546,KOREAN BA,ECON 1010B,GENED 1038,CHEM 110
3547,ENGLISH 10,MATH 21A,EXPOS 20,GENED 1120
3548,GOV 1008,SOCIOL 1186,BBS 301,CHNSE BA
3549,GENED 1038,GENED 1019,GOV 2024,MED-SCI 300QC
3550,SOC-STD 10A,LIFESCI 1A,ROM-STD 201,GENED 1038
3551,ECON 1010A,MATH 1A,LIFESCI 2,MATH 22A
3552,ECON 1017,GENED 1120,PHYSICS 262,GENED 1143
3553,LIFESCI 2,HEB 1410,GENED 1011,GOV 1790
3554,ENG-SCI 192,COMPSCI 50,HAA 63,LPS A
3555,CHEM 17,PSY 1,EXPOS 20,CHNSLIT 212
3556,GENED 1175,GENETIC 201,ECON 1017,GENED 1120
3557,COMPSCI 61,APMTH 10,ISLAMCIV 145A,GENED 1038
3558,FRSEMR 23I,COMPSCI 61,EXPOS 20,MATH 22A
3559,GENED 1145,MCB 112,ECON 985A,EXPOS 40
3560,ECON 1017,MATH MA,EASTD 199,FRSEMR 52F
3561,CHNSE 140XA,SLAVIC 144,MATH QA,GENED 1094
3562,WOMGEN 1204,HBTM 235,PSY 1005,GENED 1023
3563,FRSEMR 33X,STAT 104,LPS A,COMPSCI 109A
3564,LIFESCI 2,JAPAN 120A,APMTH 121,GENED 1001
3565,MATH 1A,GENED 1120,HIST 2331,EASTD 194
3566,AFRAMER 134X,ANTHRO 1906,LIFESCI 2,GENED 1094
3567,GENED 1093,HUMAN 10A,EXPOS 20,APMTH 10
3568,COMPSCI 50,PSY 1,MED-SCI 300QC,PHIL 11
3569,MATH 124,ENGLISH 90HB,COMPSCI 50,AFVS 154J
3570,MUSIC 97L,ECON 1123,APMTH 101,LIFESCI 1A
3571,ANTHRO 1906,GENED 1111,STAT 121A,MED-SCI 302QC
3572,HIST 1125,PSY 1861,ECON 10A,ECON 1011A
3573,GENED 1034,PHYSICS 253A,KOREAN BA,COMPSCI 61
3574,GENED 1092,HISTSCI 1770,APPHY 235,LIFESCI 2
3575,APPHY 50A,PSY 2461R,FRENCH 62,LING 108
3576,FRSEMR 70H,SOC-STD 98NB,COMPSCI 50,AFVS 133
3577,GENED 1143,COMPSCI 61,EXPOS 20,MATH MA
3578,MCB 112,HAA 63,CHEM 301HFA,APCOMP 207
3579,EXPOS 20,GENED 1038,MATH 124,MATH MA
3580,ENG-SCI 139,MATH MA,ENG-SCI 192,MATH 114
3581,FOLKMYTH 111,APCOMP 215,LIFESCI 2,LPS A
3582,FRSEMR 71O,ENG-SCI 239,GENED 1080,LIFESCI 1A
3583,APMTH 205,MATH MA,ENG-SCI 239,ESE 137
3584,GOV 1033,COMPLIT 121,COMPSCI 50,PSY 2553R
3585,ENG-SCI 239,ECON 1123,EXPOS 20,GENED 1038
3586,LIFESCI 2,MED-SCI 300QC,ECON 1723,PHIL 14
3587,GENED 1116,COMPSCI 50,EXPOS 40,TDM 119
3588,HISTSCI 1932,PHYSCI 2,ENGLISH CNSR,FRSEMR 72O
3589,COMPSCI 120,TDM 149,ANTHRO 1781,LATIN AX
3590,SOCIOL 97,ENGLISH 10,MATH 1A,GOV 20
3591,ECON 1017,CHNSE BX,APCOMP 209A,MATH 1A
3592,BIOSTAT 232,MATH MA,COMPSCI 153,COMPSCI 171
3593,STAT 110,GENED 1120,SLAVIC 262,MATH 1A
3594,CHEM 17,MATH 21A,PHYSICS 15C,APMTH 207
3595,ECON 1123,EXPOS 20,MCB 63,MATH 232A
3596,COMPSCI 136,ECON 1126,ECON 10A,YORUBA BA
3597,MATH 286Y,SOCIOL 99A,GERMAN 20B,E-PSCI 200
3598,LING 108,FRSEMR 52C,STAT 244,GENED 1074
3599,PSY 1005,PHYSICS 15B,APMTH 201,GOV 1790
3600,BCMP 230,LIFESCI 1A,COMPSCI 182,STAT 110
3601,MATH 21A,FOLKMYTH 176,PHIL 14,OEB 212R
3602,ENGLISH 176TM,GENED 1023,STAT 104,GENED 1038
3603,COMPSCI 136,ANTHRO 2738,GOV 20,SOCIOL 2282
3604,STAT 121A,GENED 1038,EXPOS 20,ENG-SCI 222
3605,BCMP 230,PSY 1900,ENG-SCI 239,ECON 10A
3606,ISLAMCIV 145A,ECON 10A,PSY 1,FOLKMYTH 111
3607,MED-SCI 302QC,GENED 1116,MATH 1B,ECON 1010A
3608,RELIGION 2002,ENGLISH CNSR,COMPSCI 109A,PHYSICS 19
3609,BCMP 200,ENG-SCI 53,ECON 10A,STAT 121A
3610,STAT 185,FOLKMYTH 111,HAA 177M,MCB 169
3611,GENED 1104,ECON 10A,HIST 1026,APMTH 10
3612,GENED 1001,GENED 1041,GENED 1038,GENED 1120
3613,ECON 1644,GENED 1175,AFVS 179,GENED 1038
3614,LING 98A,ENG-SCI 239,BCMP 218,LIFESCI 2
3615,PSY 1340,EXPOS 20,GOV 1982,STAT 121A
3616,HUMAN 20,GENED 1074,HISTSCI 100,WOMGEN 1127
3617,ECON 70,APMTH 104,ENGLISH 287AG,SOCIOL 1046
3618,ECON 1010A,EXPOS 20,GENED 1038,ENG-SCI 139
3619,HUMAN 10A,MUSIC 4,HISTSCI 99A,STAT 110
3620,GENED 1038,MCB 63,ENG-SCI 239,FRSEMR 43W
3621,GOV 20,NEURO 80,ESE 160,GENED 1038
3622,BE 110,PHIL 137,ENGLISH 184CF,PHIL 117
3623,AFVS 141BR,EXPOS 40,ECON 1057,GENED 1094
3624,COMPSCI 61,GENED 1175,COMPSCI 50,FRSEMR 63C
3625,PSY 1,MED-SCI 300QC,CHNSE 120A,ENGLISH 181A
3626,BCMP 200,PSY 1533,SOCIOL 99A,STAT 110
3627,STAT 110,APMTH 205,GOV 1433,EXPOS 20
3628,ECON 1436,MCB 80,ECON 2110,BCMP 200
3629,COMPSCI 50,ECON 1021,APCOMP 209A,PSY 1005
3630,ENG-SCI 139,GENED 1038,GENED 1023,GENED 1080
3631,SOC-STD 96AP,BCMP 200,MATH 21A,ASTRON 1
3632,APMTH 121,AFRAMER 202,MCB 91,SPANSH 49H
3633,ASTRON 209,MED-SCI 302QC,GENED 1044,MCB 60
3634,GENED 1097,GENED 1011,ECON 10A,PHYSCI 2
3635,PHYSICS 262,ECON 1123,NEURO 1202,MATH MA
3636,SOC-STD 96AP,GENED 1094,PHIL 117,AFVS 189G
3637,PSY 1861,ASTRON 1,ECON 10A,APCOMP 209A
3638,APCOMP 207,GOV 1790,GENED 1053,ECON 10A
3639,COMPSCI 109A,PSY 1304,MATH MA,HAA 155M
3640,ECON 10A,FRSEMR 71O,ECON 1123,GOV 1008
3641,LIFESCI 2,ENGLISH 181A,LPCE 101,GENED 1079
3642,GENED 1091,LING 171,HIST 1300,MCB 112
3643,AFVS 53AR,NEURO 145,GENED 1091,MATH 21A
3644,GENED 1120,EXPOS 40,LING 105,COMPSCI 182
3645,ENGLISH 102E,CHEM 101,GOV 20,SCRB 297
3646,ENGLISH 185E,COMPSCI 107,PHIL 159A,ENG-SCI 139
3647,GENED 1074,HAA 171M,PSY 1900,MED-SCI 300QC
3648,GENED 1136,APCOMP 298R,APMTH 10,APMTH 203
3649,CHEM 17,HIST-LIT 90ES,HIST 1056,HIST 2331
3650,ENGLISH 181A,EXPOS 20,PSY 1015,MATH 1B
3651,STAT 121A,EXPOS 20,EXPOS 20,MATH 22A
3652,GENED 1097,STAT 110,ECON 1644,AFVS 144M
3653,PSY 1015,PHYSICS 151,LIFESCI 2,ENG-SCI 152
3654,EXPOS 20,SOC-STD 10A,COMPSCI 61,STAT 110
3655,HIST 1036,HIST-LIT 90EU,MCB 60,MATH 21A
3656,GENED 1136,GENED 1038,ESE 168,COMPSCI 136
3657,SOC-STD 96AP,BIOSTAT 232,PHIL 175,GENED 1038
3658,ECON 1644,SPANSH 122,TDM 181B,COMPSCI 290A
3659,STAT 110,RSEA 350,SLAVIC 144,GENED 1104
3660,LIFESCI 1A,ARABIC AA,GENED 1038,TDM 98
3661,LIFESCI 2,MED-SCI 300QC,HIST 1028,GENED 1074
3662,SWAHILI AA,MATH 21A,GENED 1105,STAT 110
3663,HIST 1776,COMPSCI 50,CHEM 17,ECON 1010A
3664,ECON 1021,FRSEMR 63L,ENG-SCI 239,GENED 1074
3665,ASTRON 1,GOV 20,PHIL 27,E-PSCI 168
3666,MATH 1B,GOV 2213,MUSIC 10A,SOC-STD 68RJ
3667,GENED 1038,APMTH 104,LIFESCI 1A,MATH 112
3668,ECON 10A,GENED 1097,GENED 1093,PHYSCI 2
3669,GOV 2001,GENED 1038,MATH 231A,COMPLIT 121
3670,COMPSCI 61,GENED 1093,FRSEMR 25X,PSY 1304
3671,GENED 1023,COMPSCI 136,PHYSCI 12B,ECON 1010A
3672,COMPSCI 61,AFVS 137P,ANTHRO 2797,FRSEMR 63O
3673,CHEM 17,MED-SCI 302QC,COMPSCI 136,GENED 1120
3674,PSY 1,ENG-SCI 192,NEURO 80,GENED 1104
3675,MATH 122,ECON 10A,NEUROBIO 215A,MATH MA
3676,PHYSICS 195A,ESE 160,HIST 1405,ECON 1010A
3677,GENED 1034,PHYSICS 195A,GENED 1038,STAT 121A
3678,EXPOS 20,GOV 20,GENED 1071,COMPSCI 121
3679,APPHY 50A,COMPLIT 260,MATH 1B,GENED 1074
3680,LIFESCI 1A,ENG-SCI 139,SPANSH 11,GENED 1104
3681,FRSEMR 71O,MCB 80,GOV 20,STAT 121A
3682,GOV 1372,COMPSCI 61,MUSIC 180R,SOCIOL 2204
3683,GOV 1010,APMTH 22A,FOLKMYTH 111,LIFESCI 2
3684,RUSS 113,MUSIC 189R,LIFESCI 2,GENED 1001
3685,MATH 1A,GENED 1091,STAT 121A,MATH 242
3686,APMTH 205,MATH MA,MED-SCI 302QC,STAT 110
3687,HUMAN 20,CHEM 301HFA,PHIL 6,GENED 1006
3688,PHIL 159A,STAT 110,BCMP 200,ECON 1644
3689,CHEM 155,ECON 10A,GOV 93CJ,EXPOS 20
3690,FRSEMR 25X,STAT 244,BCS BA,ECON 10A
3691,ENGLISH 90HB,ECON 10A,GENED 1023,MATH 60R
3692,EXPOS 20,STAT 210,ECON 1123,STAT 110
3693,COMPSCI 165,ANTHRO 2812,GENED 1116,PHYSCI 10
3694,GENED 1001,PSY 2553R,COMPSCI 263,MATH 21A
3695,ECON 1017,APCOMP 298R,MUSIC 16A,GENED 1111
3696,AFVS 133,KOREAN 130A,MCB 112,LIFESCI 2
3697,LATIN 1,MATH 21A,ECON 70,ESPP 77
3698,GENED 1104,HUMAN 20,ECON 10A,GENED 1038
3699,GOV 20,MCB 112,FRSEMR 52L,PSY 1201
3700,LIFESCI 2,COMPSCI 50,MCB 80,MATH 22A
3701,ECON 1420,GENED 1104,HISTSCI 100,GENED 1147
3702,ENGLISH 185E,GENED 1011,COMPLIT 212,ENG-SCI 181
3703,PHIL 27,MED-SCI 300QC,ANTHRO 2738,STAT 110
3704,COMPSCI 121,PSY 1950,APPHY 50A,ENG-SCI 139
3705,TDM 164H,CHEM 17,HUMAN 20,FRSEMR 41R
3706,MCB 80,APCOMP 215,PHIL 34,E-PSCI 50
3707,PSY 1900,SCRB 197,PHYSICS 253A,WOMGEN 1204
3708,CLS-STDY 97A,COMPSCI 136,ENG-SCI 259,HIST-LIT 90EY
3709,ASTRON 17,FRSEMR 41P,EXPOS 20,LATIN 10
3710,GENED 1074,GOV 2213,CHEM 17,STAT 110
3711,COMPSCI 282BR,ECON 1017,GOV 1190,GENED 1094
3712,HIST 1908,APMTH 10,ENG-SCI 239,EXPOS 40
3713,FRSEMR 70H,GENED 1038,ECON 10A,STAT 121A
3714,APPHY 50A,NEURO 80,GENED 1006,PSY 1
3715,ECON 1010B,HUMAN 90,GENED 1038,FRSEMR 52F
3716,SCRB 175,EXPOS 20,STAT 210,EXPOS 20
3717,ENGLISH 181A,FRSEMR 52C,GENED 1104,GENED 1093
3718,ANTHRO 1182,HUMAN 20,PSY 1900,LIFESCI 1A
3719,ARABIC BA,ENG-SCI 139,AFRAMER 202,ENGLISH CHCR
3720,MATH 286Y,MUSIC 10A,NEURO 80,HISTSCI 98
3721,ENG-SCI 259,MATH 112,EXPOS 40,PHYSCI 12B
3722,AFVS 196R,LPS A,MICROBI 202,COMPLIT 121
3723,HIST-LIT 90EQ,PHYSICS 143B,STAT 110,COMPSCI 50
3724,FRENCH 80,MCB 80,FRSEMR 51P,ENGLISH 185E
3725,GENED 1091,ECON 10A,AFVS 190T,LATIN 1
3726,HIST 1265,MCB 60,LIFESCI 1A,GENED 1001
3727,ANTHRO 1250,APPHY 50A,GENED 1091,GENED 1105
3728,MCB 175,COMPSCI 263,TDM 182B,ENG-SCI 239
3729,GENED 1038,APCOMP 207,APCOMP 298R,MCB 63
3730,GENED 1001,ROM-STD 201,MATH 22A,LATIN 105
3731,GENED 1091,PSY 1202,MATH 18A,COMPSCI 165
3732,HISTSCI 1471,EXPOS 20,HISTSCI 1460,LIFESCI 2
3733,FRSEMR 26J,MUSIC 123R,FRENCH 80,OEB 399
3734,ECON 2110,PSY 1901,SPANSH 11,ECON 1021
3735,FRSEMR 41R,SOCIOL 1046,COMPSCI 136,HAA 197
3736,ECON 10A,OEB 10,MATH 1B,TDM 121K
3737,MATH 21B,LPS A,COMPSCI 50,IMMUN 201
3738,COMPSCI 50,FOLKMYTH 111,ECON 70,E-PSCI 10
3739,STAT 210,FOLKMYTH 111,FRSEMR 72M,RUSS AA
3740,ECON 1021,MATH 136,GENED 1033,APCOMP 209A
3741,COMPSCI 50,GENED 1174,HIND-URD 102A,MATH 21A
3742,COMPSCI 171,PSY 1861,GENED 1079,EXPOS 10
3743,APMTH 207,COMPSCI 50,EXPOS 20,GENED 1111
3744,MUSIC 16A,COMPSCI 136,GENED 1104,LIFESCI 2
3745,AFVS 189G,GENED 1092,CHEM 17,LIFESCI 2
3746,SOCIOL 1186,GENED 1053,STAT 110,GENED 1038
3747,FOLKMYTH 111,PSY 1,GENED 1092,MCB 112
3748,IMMUN 201,STAT 110,MATH 21A,GENED 1011
3749,APCOMP 209A,SCRB 197,GENED 1094,ECON 10A
3750,GENED 1147,ENG-SCI 139,SCRB 190,FOLKMYTH 133
3751,COMPSCI 107,ECON 1126,FRSEMR 49N,COMPSCI 50
3752,HIST 1300,PHYSCI 2,GENED 1079,SPANSH 11
3753,SOC-STD 10A,GOV 93CJ,SOCIOL 1177,PHYSCI 2
3754,MATH 60R,FRSEMR 30G,COMPSCI 121,NEURO 80
